QuestionID,AnswerID,AnswerVote,CommentID,CommentVote,ParagraphIndex,SentenceIndex,Sentence,QuestionContext,CandidateAdditionalContext,Q1Rater1,Q1Rater2,Q1Rater3,Q1Agreement,Q2Rater1,Q2Rater2,Q2Rater3,Q2Agreement,AdditionContext,VotedAdditionalContexts,TagCategory,Reason
1812891,39440337,,110265510,0,0,1,I am trying to find a solution for a legacy application .,"escaping ,java ,sql-injection ,regex ,sql",legacy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,
1812891,,,1711044,1,0,0,"Okay , I 've come to the conclussion that PreparedStatements are the way to go , however based off current objecctives I need to proceed as was originally planned and just put a filter in place for the time being and once the current milestone is reached I can go back and refactor the database for preparedstatement .","escaping ,java ,sql-injection ,regex ,sql",filter,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,"Okay , I 've come to the conclussion that PreparedStatements are the way to go , however based off current objecctives I need to proceed as was originally planned and just put a filter in place for the time being and once the current milestone is reached I can go back and refactor the database for preparedstatement .",,milestone,No,No,Yes,No,,,No,,No,,,
1812891,,,1711044,1,0,1,"In the mean time to maintain momentum , does someone have a solution to effectively escape the above characters for MySQL given the Java and it 's regular expression system are an absolute pain to work out the number of escapes needed ....","escaping ,java ,sql-injection ,regex ,sql",mysql,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,,
1812891,,,71955830,1,0,1,Most drivers will also refuse to parameterize something like CREATE VIEW myview AS SELECT * FROM mytable WHERE col = ?,"escaping ,java ,sql-injection ,regex ,sql",drivers,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
1812891,,,71955830,1,0,2,"since the main statement is a DDL - statement , even though the part you 're trying to parameterize is actually DML .","escaping ,java ,sql-injection ,regex ,sql",dml,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,programming language,necessary technical explanation or resouce
,,,,,,,"since the main statement is a DDL - statement , even though the part you 're trying to parameterize is actually DML .",,ddl,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,programming language,necessary technical explanation or resouce
67711514,67711541,2,,,4,0,\ b - a word boundary,"far ,dplyr ,regex ,r",b,No,No,No,No,,,,,No,,,
68283479,68283618,0,,,0,0,"if you want to use regex use package "" re ""","far ,re ,extract ,python ,regex ,string",package,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,programming concept,necessary technical explanation or resouce
28586929,28587738,3,,,0,1,The format for the regular expressions is from the ICU .,"swift ,regex ,email ,basic",icu,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,library/framework,necessary technical explanation or resouce
,,,,,,,The format for the regular expressions is from the ICU .,,format,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
67624249,67625187,,119559133,,0,2,Maybe you could try Babel 's slack slack.babeljs.io for help or transpile your regex with mothereff.in / regexpu,"javascript ,babeljs ,npm ,p ,reactjs ,regex",slack,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,tool/application,other
63643050,63652329,2,,,1,1,Just adding the host to this list solves my problem !,"http ,django ,folder ,request ,folder structure ,traefik ,uvicorn ,gunicorn ,static ,nginx",host,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,,
63643050,63652329,2,,,2,0,SO guys always turn DEGUB = True on the initial deployment to catch any issues .,"http ,django ,folder ,request ,folder structure ,traefik ,uvicorn ,gunicorn ,static ,nginx",turn,No,No,No,,,,,,No,,,
68296796,,,120704986,0,0,0,@DhatriKapuiya : can post the full logging of the request ?,"fix ,django ,file-upload ,python ,html ,forms",request,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,programming concept,necessary technical explanation or resouce
17025677,17025885,2,,,1,0,"process_view ( self , request , view_func , view_args , view_kwargs ) request is an HttpRequest object .",django,request,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,programming concept,necessary technical explanation or resouce
,,,,,,,"process_view ( self , request , view_func , view_args , view_kwargs ) request is an HttpRequest object .",,httprequest,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,programming concept,necessary technical explanation or resouce
17025677,17025885,2,,,1,1,view_func is the Python function that Django is about to use .,django,python,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,programming language,necessary technical explanation or resouce
17025677,17025885,2,,,1,2,"( It ’s the actual function object , not the name of the function as a string . )",django,function object,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,programming concept,necessary technical explanation or resouce
17025677,17025885,,89194390,0,0,1,You ca n't compare two functions like this ( view_func == dashboard ) in python .,django,python,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,
17025677,68691410,0,,,2,0,Then you are not using the power and beauty of python .,django,python,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,programming language,necessary technical explanation or resouce
17025677,68691410,0,,,4,0,"This will pause execution , and allow you to interact with python , at that point in code .",django,python,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,programming language,necessary technical explanation or resouce
17025677,68691410,0,,,7,0,"Want to know what methods and attributes it has , dir ( view ) , and now you know .",django,dir,No,Yes,Yes,No,,No,No,,No,,,
17025677,68691410,0,,,7,1,Or pp dir ( view ) to pretty print it .,django,pretty print,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,api,necessary technical explanation or resouce
,,,,,,,Or pp dir ( view ) to pretty print it .,,dir,No,Yes,Yes,No,,No,No,,No,,,
17025677,68691410,0,,,11,0,"When done playing type c to continue , q to quit , n to goto the next line , or s to step .",django,c,No,No,No,No,,,,,No,,,
17025677,68691410,0,,,12,0,And theres a whole lot more if you research python debugger .,django,python,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,programming language,necessary technical explanation or resouce
66615440,68662849,0,,,0,0,If you want to add custom styles and custom class attributes to ck editor you can try this if you are using CKEditor at Django admin site than you have to add this inside your,"django-forms ,django ,ckeditor ,django-ckeditor ,text editor ,settings ,css",django admin,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,library/framework,solution conditions - environment
66615440,68662849,0,,,2,0,and you are using your custom admin panel than add where you want use CKEditor,"django-forms ,django ,ckeditor ,django-ckeditor ,text editor ,settings ,css",panel,No,Yes,Yes,Yes,,No,No,No,Yes,No,computing concept,solution conditions - environment
66615440,68662849,0,,,3,0,NOTE : after adding this all if you di n't any output first run collectstatic command and than do hard refresh .,"django-forms ,django ,ckeditor ,django-ckeditor ,text editor ,settings ,css",command,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
68452333,,,120976898,0,0,0,what is happening ?,"django-models ,django-forms ,django ,django-views ,panel ,django-templates",happening,No,No,No,No,,,,,No,,,
2551933,2551963,21,,,1,0,"Do n't forget to pass the request into the template context , or even better ensure you are using RequestContext and have the request context processor enabled .","session variables ,django",request,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,
2551933,2551965,8,,,0,0,You can pass a request variable to a template and there use :,"session variables ,django",request,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,
2551933,2551976,239,,,0,1,request to your template context processors .,"session variables ,django",request,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,
2551933,2551976,,19440851,10,0,1,request to your template context processors without overriding the defaults .,"session variables ,django",request,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,
,,,,,,,request to your template context processors without overriding the defaults .,,defaults,Yes,Yes,Yes,No,No,Yes,No,,No,,,
2551933,26752724,1,,,1,0,"For django 1.6 , in settings.py add TEMPLATE_CONTEXT_PROCESSORS referring the below code and then use { { request.session.name } } in template files .","session variables ,django",django 1.6,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,library/framework,solution conditions - version
2551933,26752724,1,,,3,0,"Pls note that , you should use that complete code in settings .","session variables ,django",settings,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,"Pls note that , you should use that complete code in settings .",,pls,No,No,No,No,,,,,No,,,
2551933,26752724,1,,,3,2,"request "" alone will result in overriding the default settings .","session variables ,django",request,Yes,Yes,No,No,No,Yes,,,No,,,
,,,,,,,"request "" alone will result in overriding the default settings .",,settings,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
2551933,36117870,12,,,0,0,"I am using Django 1.9 ( March 2016 ) and to get { { request.session.name } } to work , my settings have this : :","session variables ,django",settings,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,"I am using Django 1.9 ( March 2016 ) and to get { { request.session.name } } to work , my settings have this : :",,django 1.9,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,library/framework,solution conditions - version
2551933,36117870,12,,,1,1,request ' became ' django.template.context_processors .,"session variables ,django",request,No,Yes,No,No,,Yes,,,No,,,
2551933,36117870,12,,,1,2,request ',"session variables ,django",request,,Yes,No,No,,Yes,,,No,,,
2551933,36117870,,66664171,2,0,0,"in Django 1.10 , the django.template.context_processors .","session variables ,django",django 1.10,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,library/framework,solution conditions - version
2551933,36117870,,66664171,2,0,1,request was already in the setting file : D,"session variables ,django",request,Yes,Yes,No,No,No,Yes,,,No,,,
68111145,68202031,-1,,,1,0,"If True , cookies will be allowed to be included in cross-site HTTP requests .","django-cors-headers ,django cors headers ,django ,request ,django-rest-framework ,python ,cors ,xmlhttprequest",http,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,protocol,necessary technical explanation or resouce
68111145,68202031,-1,,,1,1,Defaults to False .,"django-cors-headers ,django cors headers ,django ,request ,django-rest-framework ,python ,cors ,xmlhttprequest",defaults,Yes,No,Yes,No,No,,No,,No,,,
68111145,68414062,-1,,,2,0,"In my desperate attempts to solve the issue , my first reaction was to provide a cors header in my http request like this","django-cors-headers ,django cors headers ,django ,request ,django-rest-framework ,python ,cors ,xmlhttprequest",http request,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,programming concept,necessary technical explanation or resouce
,,,,,,,"In my desperate attempts to solve the issue , my first reaction was to provide a cors header in my http request like this",,http,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,protocol,necessary technical explanation or resouce
68111145,,,120439841,1,0,1,Try switching it to the second item in MIDDLEWARE .,"django-cors-headers ,django cors headers ,django ,request ,django-rest-framework ,python ,cors ,xmlhttprequest",switching,No,No,No,No,,,,,No,,,
59798081,59798918,1,,,0,0,with this settings you need to have file / var / www / html / sandbox / sandbox / wsgi.py,"digital-ocean ,django ,command ,ocean ,digital ,gunicorn ,nginx",settings,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,with this settings you need to have file / var / www / html / sandbox / sandbox / wsgi.py,,html,No,Yes,No,No,,Yes,,,No,,,
59798081,59798918,1,,,1,0,because you set WorkingDirectory = / var / www / html / sandbox,"digital-ocean ,django ,command ,ocean ,digital ,gunicorn ,nginx",html,No,Yes,No,No,,Yes,,,No,,,
64284992,64285437,-1,,,0,0,"Because you are deploying on Heroku , you need to use something like whitenoise to serve your static files .","python ,fix ,heroku ,django",static,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,
64284992,64285437,,113684740,0,0,1,Accessing Static files in deployment can be a frustrating issue but usually it 's pretty simple to fix .,"python ,fix ,heroku ,django",static,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,
64284992,,,113676708,4,0,0,We have no idea where this error is happening .,"python ,fix ,heroku ,django",happening,No,No,No,No,,,,,No,,,
64284992,,,113677318,1,0,0,"You try to use BASE_DIR 3 lines before defining it , how can you expect it to be defined ?","python ,fix ,heroku ,django",expect,No,No,No,No,,,,,No,,,
52417883,,,91779027,0,0,0,I am already apply addView ( ) function with in a loop but not working Apllication crash .,"json ,android",apply,No,Yes,No,No,,No,,,No,,,
52417883,,,91780900,0,0,2,"If you want to be helperd do like any proper coder , start to debug and start with something simple .","json ,android",proper,No,No,No,No,,,,,No,,,
52417883,,,91780900,0,0,7,Have a nice coding !,"json ,android",nice,No,No,No,No,,,,,No,,,
52417883,,,91781256,0,0,0,@Alessio ok Thanks bro,"json ,android",bro,No,No,No,No,,,,,No,,,
50495762,50496095,0,,,0,0,Convert the object to an array of key / value pairs first ; then you can iterate over that and access the key and associated value in tandem .,"json ,jq",tandem,No,No,No,No,,,,,No,,,
50495762,50496145,5,,,0,0,"In the particular case you mention , the following filter could be used :","json ,jq",filter,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
50495762,50496145,5,,,1,0,Using the - r command - line option ( e.g. jq - rf program.jq ) with your input produces :,"json ,jq",command,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,Using the - r command - line option ( e.g. jq - rf program.jq ) with your input produces :,,command line,Yes,No,Yes,Yes,No,,No,No,Yes,No,tool/application,necessary technical explanation or resouce
,,,,,,,Using the - r command - line option ( e.g. jq - rf program.jq ) with your input produces :,,r,No,No,No,,,,,,No,,,
65995392,66003195,1,,,3,0,"Json array format should as follows : [ { "" key_1 "" : "" value_1 "" } , { "" key_2 "" : [ "" value_2_1 "" , "" value_2_2 "" ] } ]","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
65995392,66003195,,116702513,0,0,1,"I have created a Copy Data block inside the Execute Pipeline , and I would then like to refer to key_1 and key_2 inside the Copy Data Source : @concat ( Pip_Object .","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",refer,No,No,No,No,,,,,No,,,
65995392,66003195,,116714643,0,0,4,"key_1 in the filename field and the file in Data Lake is renamed to "" pipeline ( ) .","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",data lake,Yes,No,No,No,Yes,,,,No,,,
65995392,66237955,0,,,2,0,"The generic pipeline has a forEach loop , in which that mentioned JSON parameter is called in Settings - > Items :","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",settings,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,
65995392,66237955,0,,,3,0,"In the specific pipeline , there is an Execute Pipeline activity , where the JSON_PARAMETER is found in Settings - > Parameters .","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",settings,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,
65995392,66237955,0,,,3,2,"If we want to change the parameter , before Execute Pipeline , we put a Set Variable activity where we change the Variables - > Value to :","json ,azure data factory ,azure-data-lake ,azure ,far ,azure-data-factory ,debugging ,aim",put,No,No,No,No,,,,,No,,,
32412252,32412830,10,,,3,0,jersey - media - json - jackson - 2.17,"jersey-2.0 ,json ,maven ,java",media,No,No,No,No,Yes,,,,No,,,
,,,,,,,jersey - media - json - jackson - 2.17,,jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,5,0,jackson - jaxrs - json - provider - 2.3.2,"jersey-2.0 ,json ,maven ,java",jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,6,0,jackson - core - 2.3.2,"jersey-2.0 ,json ,maven ,java",jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,7,0,jackson - databind - 2.3.2,"jersey-2.0 ,json ,maven ,java",jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,8,0,jackson - annotations - 2.3.2,"jersey-2.0 ,json ,maven ,java",jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,9,0,jackson - jaxrs - base - 2.3.2,"jersey-2.0 ,json ,maven ,java",jackson,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,10,0,jackson - module - jaxb - annotations - 2.3.2,"jersey-2.0 ,json ,maven ,java",module,No,No,No,No,,,,,No,,,
,,,,,,,jackson - module - jaxb - annotations - 2.3.2,,jackson,Yes,No,No,No,Yes,,,,No,,,
,,,,,,,jackson - module - jaxb - annotations - 2.3.2,,jaxb,Yes,No,No,No,Yes,,,,No,,,
32412252,32412830,10,,,11,3,Then search for the entity - filtering jar with the same version .,"jersey-2.0 ,json ,maven ,java",jar,Yes,No,Yes,Yes,Yes,,No,Yes,No,,,
32412252,32412830,10,,,12,0,"All the other Jackson jars are of the same version , but you should see which version of Jackson the jersey - media - json - jackson uses .","jersey-2.0 ,json ,maven ,java",media,No,No,No,No,,,,,No,,,
,,,,,,,"All the other Jackson jars are of the same version , but you should see which version of Jackson the jersey - media - json - jackson uses .",,jackson,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
32412252,32412830,10,,,12,1,"When you click the Jersey version , you should be able to scroll down to see which Jackson version it uses .","jersey-2.0 ,json ,maven ,java",jackson,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
32412252,32412830,10,,,12,2,Then just start searching for all the above Jackson jars for that version .,"jersey-2.0 ,json ,maven ,java",jackson,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
32412252,32412830,10,,,13,0,"For instance , if you select the latest Jersey 2.21 version of the jersey - media - json - jackson , you can scroll down and see that it uses Jackson 2.5.4 .","jersey-2.0 ,json ,maven ,java",media,No,No,No,No,,,,,No,,,
,,,,,,,"For instance , if you select the latest Jersey 2.21 version of the jersey - media - json - jackson , you can scroll down and see that it uses Jackson 2.5.4 .",,jackson,Yes,No,Yes,Yes,Yes,,No,Yes,No,,,
32412252,32412830,10,,,13,1,So you should search for all the above Jackson jars in 2.5.4 instead of the 2.3.2 as shown above .,"jersey-2.0 ,json ,maven ,java",jackson,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
32412252,32412830,,52693029,0,0,1,"And just having Maven handle retrieving them helps , and the documentation tell you exactly which Maven dependency you should add .","jersey-2.0 ,json ,maven ,java",maven dependency,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
32412252,,,52692549,0,0,0,Do you actually have the Jackson dependency ?,"jersey-2.0 ,json ,maven ,java",jackson,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,
44093779,44093862,1,,,0,0,valid JSON format requires keys to be strings in double quotes .,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093862,1,,,0,1,"When you do str_replace and remove double quotes , you JSON becomes invalid and browser can not parse it","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",browser,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,tool/application,necessary technical explanation or resouce
44093779,44093869,2,,,2,0,You 're basically destroying any sense of a useful serialization format .,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093869,2,,,2,5,If you want to invent your own format ... I suppose you could do that ... but you must take these things into consideration .,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093869,2,,,3,1,"JSON is a widely compatible format , which is why it 's so heavily used .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093869,2,,,3,2,"If for some reason you need something more compact , consider CBOR or similar .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",cbor,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,data format,necessary technical explanation or resouce
44093779,44093869,2,,,5,0,"If you wanted to display something differently , you would n't wreck your data server - side like you 're doing now ... you 'd simply reformat it for display later .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",server side,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093869,2,,,6,0,It 's acceptable to remove those quotes client - side in your JavaScript .,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",client,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
44093779,44093869,2,,,6,1,It 's a completely horrible idea to do it server - side where you still need to get useful structured data to the client .,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",client,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,computing concept,necessary technical explanation or resouce
,,,,,,,It 's a completely horrible idea to do it server - side where you still need to get useful structured data to the client .,,server side,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
,,,,,,,It 's a completely horrible idea to do it server - side where you still need to get useful structured data to the client .,,structured data,Yes,No,Yes,No,No,,No,,No,,,
44093779,44093869,,75209277,0,0,1,"I just want to do , pass this values with url parameters and server - side does not belong with that values .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",server side,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,,
44093779,44093966,0,,,2,0,"As Brad pointed out , do n't replace the double quotes on the server side .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",server side,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
44093779,,,75209003,1,0,1,As far as I can tell when you do that you wo n't be returning valid JSON response,"json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",far,No,No,No,No,,,,,No,,,
44093779,,,75209276,0,0,0,"I just want to do , pass this values with url parameters and server - side does not belong with that values .","json ,console.log ,jquery ,mysql ,quote ,ajax ,javascript",server side,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
22260031,22260294,0,,,3,0,"What I did was put it inside a div called A , and was trying to access data that was fetched using that controller from another div called B .","json ,testing ,html ,console.log ,angularjs-scope ,http ,angularjs ,bunch ,insight ,javascript",b,No,No,No,No,,,,,No,,,
,,,,,,,"What I did was put it inside a div called A , and was trying to access data that was fetched using that controller from another div called B .",,put,No,No,No,No,,,,,No,,,
22260031,22510865,1,,,2,0,In the success block he assigned the response of a get request for the JSON file to the bags variable on his $ scope .,"json ,testing ,html ,console.log ,angularjs-scope ,http ,angularjs ,bunch ,insight ,javascript",request,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,programming concept,necessary technical explanation or resouce
22260031,,,33810188,0,0,3,A hash ?,"json ,testing ,html ,console.log ,angularjs-scope ,http ,angularjs ,bunch ,insight ,javascript",hash,Yes,Yes,No,Yes,No,No,,No,Yes,No,computing concept,necessary technical explanation or resouce
22260031,,,33810188,0,0,5,"Your angular code might be parsing the response as a string , which wo n't have an id property","json ,testing ,html ,console.log ,angularjs-scope ,http ,angularjs ,bunch ,insight ,javascript",angular,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,
61267045,61267099,,108386460,0,0,1,"You 're selecting from it , so - check whether it exists or not .","json ,driver ,odbc ,sql server ,python ,oracle ,sql",exists,No,No,No,No,,,,,No,,,
61267045,61267099,,108387876,0,0,0,"I have added how I generate JSON , and in my case I would need to get values from ' result ' which contains data in JSON format .","json ,driver ,odbc ,sql server ,python ,oracle ,sql",format,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,computing concept,necessary technical explanation or resouce
25803443,25803516,3,,,0,1,Use a StringBuilder instead .,"json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,api,solution - suggest API/library/framework
25803443,25803516,,40361831,0,0,0,and if i use stringbuilder in first function than function get only part of json file ( like 30 - 50 lines ) :( ( ( ( do nt know why : (,"json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,,
,,,,,,,and if i use stringbuilder in first function than function get only part of json file ( like 30 - 50 lines ) :( ( ( ( do nt know why : (,,nt,No,No,No,No,,,,,No,,,
25803443,25803516,,40362875,0,0,2,Change the return of my method from JSONObject to JSONArray .,"json ,android ,perfect ,parsing ,url ,fix",jsonobject,Yes,No,Yes,Yes,Yes,,No,Yes,No,,,
25803443,25803516,,40362919,0,0,0,StringBuilder containe only 40 - 50 lines from this content .,"json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,
25803443,25803516,,40363102,0,0,0,"anyway bro , thank u , stringbuilder better than string to string .","json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,
,,,,,,,"anyway bro , thank u , stringbuilder better than string to string .",,bro,No,No,No,No,,,,,No,,,
25803443,25803516,,40363125,0,0,0,Lines does n't matter friend if the content is all there .,"json ,android ,perfect ,parsing ,url ,fix",friend,No,No,No,No,,,,,No,,,
25803443,25803718,0,,,0,1,"The problem does n't lie in the response or in the stream reading , it lies in you trying to display that huge content in LogCat : LogCat has a limit ( see Android webservice GET request replies only a part of the XML response and What is the size limit for Logcat and how to change its capacity ?","json ,android ,perfect ,parsing ,url ,fix",request,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,programming concept,necessary technical explanation or resouce
,,,,,,,"The problem does n't lie in the response or in the stream reading , it lies in you trying to display that huge content in LogCat : LogCat has a limit ( see Android webservice GET request replies only a part of the XML response and What is the size limit for Logcat and how to change its capacity ?",,android webservice,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,library/framework,necessary technical explanation or resouce
,,,,,,,"The problem does n't lie in the response or in the stream reading , it lies in you trying to display that huge content in LogCat : LogCat has a limit ( see Android webservice GET request replies only a part of the XML response and What is the size limit for Logcat and how to change its capacity ?",,xml,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,programming language,necessary technical explanation or resouce
25803443,25803718,,40362853,0,0,2,"cos if not using stringbuilder than content getting all but very slow , if using stringbuilder than it 's return only part of code .","json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,api,necessary technical explanation or resouce
25803443,25803718,,40363168,0,0,0,"@Peter Not talking about StringBuilder , but your second approach using HttpResponse .","json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,api,necessary technical explanation or resouce
25803443,,,40361639,0,0,1,Use a StringBuilder instead,"json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,api,solution - suggest API/library/framework
25803443,,,40361819,0,0,0,and if i use stringbuilder in first function than function get only part of json file ( like 30 - 50 lines ) :( ( ( ( do nt know why : (,"json ,android ,perfect ,parsing ,url ,fix",stringbuilder,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,api,necessary technical explanation or resouce
,,,,,,,and if i use stringbuilder in first function than function get only part of json file ( like 30 - 50 lines ) :( ( ( ( do nt know why : (,,nt,No,No,No,No,,,,,No,,,
49104270,49104318,0,,,2,0,p ( \ d \ d \ d ) \ d matches a digit ( equal to [ 0 - 9 ] ),regex,p,No,No,No,No,,,,,No,,,
49104270,49104318,0,,,6,0,and - \ s matches any whitespace character ( equal to [ \ r \ n \ t \ f \ v ] ),regex,r,No,No,No,No,,,,,No,,,
49104270,49104356,1,,,0,2,"In python3 , [ 0 - 9 ] matches only 0123456789 characters , while \ d matches [ 0 - 9 ] and other digit characters , for example Eastern Arabic numerals ٠١٢٣٤٥٦٧٨٩ .",regex,python,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,programming language,solution conditions - programming language
